user_id,registration_date,marketing_source,country,platform
20762,2024-02-13,Influencer,IN,iOS
20763,2024-03-25,Facebook Ads,UK,iOS
20764,2024-03-15,Influencer,DE,Android
20765,2024-02-21,Organic,DE,Android
20766,2024-06-06,Influencer,US,Android
20767,2024-01-03,Organic,UK,Android
20768,2024-05-05,Organic,UA,Android
20769,2024-04-24,Influencer,UA,Android
20770,2024-04-24,Facebook Ads,UK,Android
20771,2024-05-18,Facebook Ads,IN,iOS
20772,2024-05-12,Organic,UK,iOS
20773,2024-01-11,Organic,UK,iOS
20774,2024-01-06,Influencer,US,iOS
20775,2024-04-20,Organic,IN,Android
20776,2024-04-18,Google Ads,UA,iOS
20777,2024-04-26,Facebook Ads,UK,Android
20778,2024-05-24,Organic,DE,Android
20779,2024-03-27,Google Ads,UA,iOS
20780,2024-02-09,Organic,UK,Android
20781,2024-03-19,Facebook Ads,IN,iOS
20782,2024-04-13,Google Ads,UK,Android
20783,2024-01-24,Organic,US,iOS
20784,2024-03-14,Organic,UA,iOS
20785,2024-06-02,Organic,DE,iOS
20786,2024-01-24,Facebook Ads,US,Android
20787,2024-04-19,Organic,IN,Android
20788,2024-06-19,Google Ads,IN,iOS
20789,2024-06-04,Organic,US,Android
20790,2024-04-02,Facebook Ads,US,Android
20791,2024-03-24,Google Ads,UA,Android
20792,2024-04-19,Facebook Ads,IN,Android
20793,2024-01-15,Organic,UA,iOS
20794,2024-05-31,Organic,IN,Android
20795,2024-01-12,Facebook Ads,UK,Android
20796,2024-04-06,Google Ads,IN,Android
20797,2024-01-15,Facebook Ads,UA,iOS
20798,2024-01-12,Organic,UA,Android
20799,2024-02-14,Organic,US,Android
20800,2024-04-02,Organic,IN,Android
20801,2024-03-01,Influencer,UA,Android
20802,2024-03-08,Influencer,DE,Android
20803,2024-02-09,Organic,US,iOS
20804,2024-01-17,Google Ads,UK,iOS
20805,2024-03-11,Google Ads,DE,Android
20806,2024-05-14,Organic,IN,iOS
20807,2024-05-21,Organic,UK,iOS
20808,2024-04-10,Organic,UK,Android
20809,2024-05-22,Google Ads,IN,iOS
20810,2024-02-02,Influencer,UA,iOS
20811,2024-05-25,Organic,UA,Android
20812,2024-04-21,Organic,DE,iOS
20813,2024-04-11,Organic,IN,Android
20814,2024-06-22,Facebook Ads,IN,Android
20815,2024-02-19,Organic,IN,Android
20816,2024-01-05,Organic,US,Android
20817,2024-02-16,Organic,UK,iOS
20818,2024-06-23,Facebook Ads,UA,iOS
20819,2024-04-21,Influencer,UK,iOS
20820,2024-04-21,Facebook Ads,DE,iOS
20821,2024-05-13,Organic,DE,Android
20822,2024-05-25,Facebook Ads,DE,iOS
20823,2024-06-14,Organic,US,Android
20824,2024-05-16,Organic,US,iOS
20825,2024-03-26,Organic,UK,iOS
20826,2024-01-13,Organic,UK,iOS
20827,2024-04-14,Facebook Ads,DE,iOS
20828,2024-03-25,Facebook Ads,UA,Android
20829,2024-02-23,Facebook Ads,IN,Android
20830,2024-04-16,Facebook Ads,UA,Android
20831,2024-04-20,Google Ads,UK,iOS
20832,2024-03-19,Organic,UA,Android
20833,2024-03-11,Organic,DE,Android
20834,2024-05-21,Organic,UA,Android
20835,2024-02-17,Organic,US,Android
20836,2024-05-08,Influencer,UA,Android
20837,2024-03-09,Influencer,US,Android
20838,2024-06-28,Google Ads,DE,iOS
20839,2024-03-29,Google Ads,UA,iOS
20840,2024-04-21,Organic,IN,Android
20841,2024-02-29,Facebook Ads,DE,iOS
20842,2024-02-19,Organic,IN,iOS
20843,2024-01-23,Organic,UA,iOS
20844,2024-06-08,Organic,UA,Android
20845,2024-02-23,Facebook Ads,IN,Android
20846,2024-06-19,Facebook Ads,UA,iOS
20847,2024-03-25,Organic,US,iOS
20848,2024-05-23,Facebook Ads,UK,iOS
20849,2024-03-25,Google Ads,IN,Android
20850,2024-05-18,Organic,UA,Android
20851,2024-04-28,Organic,US,iOS
20852,2024-05-03,Organic,UK,Android
20853,2024-06-13,Influencer,DE,Android
20854,2024-05-12,Organic,US,Android
20855,2024-05-02,Google Ads,UA,iOS
20856,2024-04-19,Google Ads,IN,Android
20857,2024-03-09,Facebook Ads,DE,iOS
20858,2024-05-13,Organic,DE,Android
20859,2024-05-06,Organic,IN,Android
20860,2024-06-19,Google Ads,US,iOS
20861,2024-02-19,Influencer,UA,Android
20862,2024-06-02,Organic,US,iOS
20863,2024-02-18,Google Ads,DE,Android
20864,2024-03-09,Organic,DE,Android
20865,2024-03-04,Influencer,US,Android
20866,2024-05-02,Organic,UA,Android
20867,2024-02-09,Influencer,UK,iOS
20868,2024-05-30,Facebook Ads,DE,Android
20869,2024-04-30,Google Ads,US,Android
20870,2024-06-25,Facebook Ads,DE,iOS
20871,2024-04-11,Google Ads,UK,Android
20872,2024-03-19,Organic,US,iOS
20873,2024-02-03,Influencer,DE,iOS
20874,2024-02-06,Organic,US,iOS
20875,2024-03-28,Organic,DE,Android
20876,2024-03-27,Organic,IN,Android
20877,2024-06-18,Organic,IN,iOS
20878,2024-03-12,Facebook Ads,UK,Android
20879,2024-02-21,Google Ads,DE,iOS
20880,2024-06-05,Organic,IN,iOS
20881,2024-02-23,Organic,UK,Android
20882,2024-03-17,Organic,UK,Android
20883,2024-05-06,Organic,UK,Android
20884,2024-03-09,Facebook Ads,IN,iOS
20885,2024-06-13,Organic,US,Android
20886,2024-04-13,Organic,UK,iOS
20887,2024-06-13,Organic,UK,Android
20888,2024-05-12,Google Ads,DE,iOS
20889,2024-03-13,Organic,IN,Android
20890,2024-02-01,Google Ads,UK,iOS
20891,2024-05-22,Organic,UK,iOS
20892,2024-04-16,Facebook Ads,UK,iOS
20893,2024-01-15,Google Ads,UA,iOS
20894,2024-04-14,Organic,IN,iOS
20895,2024-05-29,Organic,UK,iOS
20896,2024-01-20,Organic,IN,iOS
20897,2024-02-05,Organic,DE,Android
20898,2024-01-27,Google Ads,UA,Android
20899,2024-03-12,Facebook Ads,IN,iOS
20900,2024-03-19,Facebook Ads,UA,Android
20901,2024-05-02,Organic,DE,iOS
20902,2024-01-11,Organic,UK,iOS
20903,2024-03-15,Organic,US,Android
20904,2024-05-31,Facebook Ads,US,Android
20905,2024-04-03,Organic,IN,iOS
20906,2024-01-08,Organic,IN,iOS
20907,2024-01-09,Facebook Ads,DE,iOS
20908,2024-05-24,Influencer,DE,Android
20909,2024-05-05,Google Ads,UK,iOS
20910,2024-01-30,Facebook Ads,UA,iOS
20911,2024-04-07,Facebook Ads,UK,iOS
20912,2024-05-16,Google Ads,UK,Android
20913,2024-05-19,Influencer,US,iOS
20914,2024-03-15,Influencer,UK,Android
20915,2024-01-23,Organic,DE,Android
20916,2024-06-05,Organic,IN,Android
20917,2024-05-01,Facebook Ads,US,Android
20918,2024-03-18,Facebook Ads,UA,iOS
20919,2024-01-15,Influencer,US,Android
20920,2024-04-13,Facebook Ads,IN,Android
20921,2024-02-23,Organic,UA,Android
20922,2024-02-06,Facebook Ads,UA,iOS
20923,2024-05-31,Facebook Ads,US,iOS
20924,2024-02-29,Organic,IN,iOS
20925,2024-01-25,Organic,US,Android
20926,2024-04-14,Facebook Ads,DE,iOS
20927,2024-05-11,Organic,DE,Android
20928,2024-02-05,Organic,IN,Android
20929,2024-05-20,Organic,UK,Android
20930,2024-01-26,Google Ads,IN,iOS
20931,2024-01-04,Influencer,IN,Android
20932,2024-03-11,Organic,UA,iOS
20933,2024-06-16,Facebook Ads,UA,iOS
20934,2024-03-10,Organic,US,Android
20935,2024-03-04,Google Ads,US,Android
20936,2024-06-05,Facebook Ads,IN,iOS
20937,2024-06-22,Google Ads,UA,Android
20938,2024-02-15,Organic,US,iOS
20939,2024-05-04,Organic,IN,Android
20940,2024-03-05,Influencer,DE,iOS
20941,2024-06-02,Influencer,IN,Android
20942,2024-06-27,Google Ads,IN,Android
20943,2024-04-21,Organic,US,iOS
20944,2024-01-13,Organic,UK,iOS
20945,2024-04-29,Facebook Ads,IN,iOS
20946,2024-06-03,Facebook Ads,UK,iOS
20947,2024-05-12,Organic,UK,Android
20948,2024-02-07,Organic,DE,iOS
20949,2024-06-02,Facebook Ads,DE,Android
20950,2024-01-30,Influencer,DE,iOS
20951,2024-01-13,Google Ads,IN,Android
20952,2024-03-21,Organic,DE,iOS
20953,2024-01-13,Organic,UK,Android
20954,2024-03-13,Organic,DE,iOS
20955,2024-02-25,Facebook Ads,UK,Android
20956,2024-05-18,Facebook Ads,DE,Android
20957,2024-04-26,Facebook Ads,DE,Android
20958,2024-04-28,Organic,UA,Android
20959,2024-06-16,Organic,UA,Android
20960,2024-04-11,Organic,US,Android
20961,2024-01-14,Organic,US,iOS
20962,2024-04-03,Influencer,UK,Android
20963,2024-01-05,Facebook Ads,IN,Android
20964,2024-02-06,Facebook Ads,UA,Android
20965,2024-02-10,Google Ads,UA,iOS
20966,2024-05-11,Organic,UK,Android
20967,2024-04-16,Facebook Ads,DE,Android
20968,2024-02-13,Google Ads,IN,Android
20969,2024-05-10,Organic,UA,Android
20970,2024-06-08,Organic,IN,iOS
20971,2024-05-21,Google Ads,UK,Android
20972,2024-01-11,Organic,DE,iOS
20973,2024-04-11,Organic,IN,iOS
20974,2024-01-12,Organic,UA,iOS
20975,2024-05-21,Influencer,UA,Android
20976,2024-02-21,Google Ads,IN,Android
20977,2024-03-14,Facebook Ads,US,Android
20978,2024-02-10,Organic,IN,Android
20979,2024-01-29,Google Ads,UK,iOS
20980,2024-02-27,Organic,DE,Android
20981,2024-06-15,Organic,DE,Android
20982,2024-06-16,Organic,UK,Android
20983,2024-03-07,Organic,UK,Android
20984,2024-02-15,Google Ads,UK,Android
20985,2024-03-20,Organic,UA,Android
20986,2024-05-09,Facebook Ads,UA,Android
20987,2024-01-13,Organic,DE,Android
20988,2024-04-09,Organic,UA,iOS
20989,2024-05-09,Facebook Ads,IN,iOS
20990,2024-01-23,Organic,IN,Android
20991,2024-02-06,Google Ads,DE,Android
20992,2024-06-20,Facebook Ads,UA,Android
20993,2024-03-02,Organic,UA,Android
20994,2024-03-07,Google Ads,US,Android
20995,2024-06-13,Organic,UA,Android
20996,2024-05-08,Organic,UK,Android
20997,2024-02-26,Influencer,UK,Android
20998,2024-02-11,Organic,UA,Android
20999,2024-03-01,Organic,UK,Android
21000,2024-02-07,Organic,UA,Android
21001,2024-05-25,Facebook Ads,UK,iOS
21002,2024-03-17,Organic,UA,iOS
21003,2024-01-07,Organic,US,iOS
21004,2024-04-03,Organic,US,Android
21005,2024-05-13,Google Ads,DE,Android
21006,2024-03-19,Facebook Ads,US,iOS
21007,2024-05-11,Organic,UA,iOS
21008,2024-03-13,Organic,DE,iOS
21009,2024-03-14,Facebook Ads,UA,iOS
21010,2024-01-29,Facebook Ads,DE,Android
21011,2024-05-31,Facebook Ads,DE,iOS
21012,2024-03-17,Organic,IN,iOS
21013,2024-04-10,Google Ads,DE,Android
21014,2024-03-11,Organic,US,Android
21015,2024-01-15,Google Ads,IN,iOS
21016,2024-04-01,Organic,US,iOS
21017,2024-01-17,Organic,IN,iOS
21018,2024-05-14,Organic,DE,Android
21019,2024-01-08,Facebook Ads,UA,Android
21020,2024-01-19,Google Ads,DE,iOS
21021,2024-05-16,Influencer,DE,iOS
21022,2024-02-19,Facebook Ads,IN,iOS
21023,2024-01-11,Organic,IN,iOS
21024,2024-02-14,Google Ads,US,iOS
21025,2024-02-10,Organic,US,Android
21026,2024-06-04,Organic,US,iOS
21027,2024-01-13,Organic,UA,iOS
21028,2024-06-07,Organic,DE,iOS
21029,2024-03-15,Google Ads,DE,Android
21030,2024-03-09,Google Ads,DE,Android
21031,2024-03-08,Google Ads,DE,iOS
21032,2024-05-06,Facebook Ads,DE,iOS
21033,2024-06-22,Facebook Ads,DE,iOS
21034,2024-05-03,Google Ads,UK,Android
21035,2024-04-08,Google Ads,US,Android
21036,2024-01-30,Organic,IN,iOS
21037,2024-05-31,Google Ads,US,iOS
21038,2024-04-19,Google Ads,UA,iOS
21039,2024-04-10,Organic,UA,iOS
21040,2024-03-16,Organic,DE,Android
21041,2024-02-04,Facebook Ads,UA,iOS
21042,2024-06-18,Influencer,UK,Android
21043,2024-06-24,Organic,US,Android
21044,2024-05-29,Organic,DE,iOS
21045,2024-06-04,Influencer,DE,Android
21046,2024-04-10,Facebook Ads,UA,iOS
21047,2024-03-05,Google Ads,IN,Android
21048,2024-02-22,Google Ads,UK,Android
21049,2024-03-09,Organic,IN,Android
21050,2024-03-10,Organic,UA,iOS
21051,2024-04-27,Influencer,UK,Android
21052,2024-03-13,Organic,DE,iOS
21053,2024-03-16,Influencer,DE,iOS
21054,2024-02-28,Organic,US,Android
21055,2024-06-18,Influencer,UA,Android
21056,2024-01-24,Organic,IN,Android
21057,2024-01-23,Organic,DE,Android
21058,2024-03-22,Organic,IN,Android
21059,2024-01-17,Organic,UA,Android
21060,2024-01-03,Google Ads,UA,iOS
21061,2024-06-12,Google Ads,IN,Android
21062,2024-06-12,Google Ads,DE,Android
21063,2024-05-09,Facebook Ads,US,iOS
21064,2024-01-02,Organic,DE,Android
21065,2024-03-10,Facebook Ads,DE,Android
21066,2024-05-06,Influencer,UA,Android
21067,2024-05-06,Google Ads,UA,Android
21068,2024-03-22,Organic,DE,iOS
21069,2024-05-25,Influencer,UA,iOS
21070,2024-03-11,Google Ads,UK,Android
21071,2024-02-16,Organic,UK,Android
21072,2024-06-21,Influencer,US,iOS
21073,2024-04-29,Organic,IN,iOS
21074,2024-04-05,Facebook Ads,UK,Android
21075,2024-05-17,Organic,US,Android
21076,2024-01-13,Organic,UA,iOS
21077,2024-02-14,Organic,DE,iOS
21078,2024-01-05,Facebook Ads,UA,Android
21079,2024-03-21,Google Ads,DE,iOS
21080,2024-05-06,Facebook Ads,IN,Android
21081,2024-04-01,Google Ads,DE,Android
21082,2024-06-22,Organic,UA,iOS
21083,2024-03-19,Organic,IN,iOS
21084,2024-05-10,Organic,IN,iOS
21085,2024-01-16,Organic,DE,iOS
21086,2024-01-23,Google Ads,US,Android
21087,2024-02-26,Organic,UA,Android
21088,2024-01-20,Google Ads,DE,iOS
21089,2024-06-26,Organic,IN,Android
21090,2024-01-28,Organic,US,Android
21091,2024-01-04,Organic,US,iOS
21092,2024-06-05,Organic,UK,iOS
21093,2024-02-02,Facebook Ads,DE,iOS
21094,2024-01-10,Google Ads,UA,Android
21095,2024-03-11,Organic,DE,iOS
21096,2024-04-18,Google Ads,DE,Android
21097,2024-05-26,Influencer,US,iOS
21098,2024-05-05,Organic,DE,Android
21099,2024-05-08,Influencer,US,iOS
21100,2024-04-01,Facebook Ads,US,iOS
21101,2024-06-19,Facebook Ads,DE,iOS
21102,2024-05-22,Facebook Ads,DE,iOS
21103,2024-01-17,Google Ads,UK,iOS
21104,2024-05-11,Organic,DE,Android
21105,2024-03-03,Organic,US,Android
21106,2024-02-04,Google Ads,DE,Android
21107,2024-02-15,Organic,DE,Android
21108,2024-03-02,Organic,UK,iOS
21109,2024-01-22,Organic,US,Android
21110,2024-05-28,Organic,UK,Android
21111,2024-03-29,Google Ads,UK,iOS
21112,2024-05-25,Google Ads,UA,iOS
21113,2024-06-07,Organic,UK,Android
21114,2024-05-27,Organic,DE,iOS
21115,2024-03-05,Organic,IN,Android
21116,2024-03-25,Organic,US,iOS
21117,2024-05-03,Organic,DE,Android
21118,2024-05-02,Organic,UK,Android
21119,2024-01-12,Google Ads,UK,Android
21120,2024-06-10,Facebook Ads,US,iOS
21121,2024-01-17,Organic,UK,Android
21122,2024-04-28,Facebook Ads,UK,Android
21123,2024-04-20,Google Ads,US,iOS
21124,2024-06-02,Google Ads,UA,iOS
21125,2024-04-24,Organic,DE,Android
21126,2024-04-12,Google Ads,UA,iOS
21127,2024-04-27,Facebook Ads,DE,Android
21128,2024-02-27,Organic,US,Android
21129,2024-03-07,Organic,US,iOS
21130,2024-01-03,Organic,IN,Android
21131,2024-01-12,Facebook Ads,IN,Android
21132,2024-06-28,Google Ads,IN,iOS
21133,2024-01-17,Organic,US,Android
21134,2024-05-27,Organic,IN,iOS
21135,2024-04-01,Organic,UK,Android
21136,2024-01-31,Organic,IN,Android
21137,2024-04-20,Organic,UA,iOS
21138,2024-05-29,Organic,IN,Android
21139,2024-02-19,Facebook Ads,UA,iOS
21140,2024-01-06,Influencer,US,Android
21141,2024-03-05,Organic,DE,Android
21142,2024-04-23,Organic,IN,iOS
21143,2024-06-02,Influencer,UK,iOS
21144,2024-04-06,Influencer,IN,Android
21145,2024-05-01,Organic,US,iOS
21146,2024-04-13,Influencer,UK,iOS
21147,2024-03-07,Facebook Ads,IN,Android
21148,2024-02-28,Organic,UK,iOS
21149,2024-02-09,Organic,US,Android
21150,2024-05-28,Facebook Ads,US,iOS
21151,2024-03-31,Organic,UA,Android
21152,2024-05-28,Organic,UK,Android
21153,2024-03-13,Organic,IN,iOS
21154,2024-03-10,Organic,DE,iOS
21155,2024-04-24,Google Ads,IN,iOS
21156,2024-02-28,Google Ads,DE,Android
21157,2024-04-02,Google Ads,DE,Android
21158,2024-04-21,Influencer,DE,iOS
21159,2024-01-12,Google Ads,UA,Android
21160,2024-02-29,Organic,DE,Android
21161,2024-03-12,Google Ads,DE,iOS
21162,2024-02-29,Organic,DE,iOS
21163,2024-02-15,Organic,UK,Android
21164,2024-01-04,Google Ads,UK,Android
21165,2024-06-11,Organic,UA,iOS
21166,2024-03-26,Facebook Ads,DE,Android
21167,2024-03-06,Organic,IN,iOS
21168,2024-03-26,Organic,UK,iOS
21169,2024-04-19,Organic,UK,Android
21170,2024-04-24,Google Ads,UA,Android
21171,2024-05-03,Organic,IN,iOS
21172,2024-03-01,Influencer,US,iOS
21173,2024-03-24,Facebook Ads,DE,iOS
21174,2024-05-20,Organic,US,iOS
21175,2024-01-14,Organic,US,iOS
21176,2024-02-01,Facebook Ads,US,Android
21177,2024-01-05,Organic,IN,Android
21178,2024-02-16,Organic,UA,Android
21179,2024-04-20,Organic,DE,iOS
21180,2024-04-17,Organic,UA,iOS
21181,2024-01-15,Organic,US,Android
21182,2024-02-28,Facebook Ads,US,iOS
21183,2024-05-01,Organic,UA,iOS
21184,2024-03-26,Organic,UA,iOS
21185,2024-01-22,Google Ads,UA,Android
21186,2024-06-19,Organic,UK,iOS
21187,2024-01-20,Influencer,DE,Android
21188,2024-05-25,Organic,UA,Android
21189,2024-02-12,Organic,UK,iOS
21190,2024-02-22,Influencer,DE,Android
21191,2024-06-18,Facebook Ads,DE,Android
21192,2024-04-04,Organic,DE,Android
21193,2024-04-20,Google Ads,DE,iOS
21194,2024-03-12,Facebook Ads,IN,Android
21195,2024-05-14,Organic,UK,iOS
21196,2024-05-09,Organic,DE,iOS
21197,2024-03-20,Google Ads,UA,Android
21198,2024-06-13,Organic,IN,iOS
21199,2024-01-11,Facebook Ads,DE,iOS
21200,2024-04-29,Google Ads,DE,iOS
21201,2024-03-31,Facebook Ads,US,Android
21202,2024-03-21,Organic,UA,Android
21203,2024-03-30,Google Ads,UK,iOS
21204,2024-01-23,Organic,US,iOS
21205,2024-04-02,Organic,UK,iOS
21206,2024-05-05,Facebook Ads,DE,iOS
21207,2024-04-26,Google Ads,UK,iOS
21208,2024-04-02,Facebook Ads,UA,iOS
21209,2024-02-07,Organic,US,Android
21210,2024-01-10,Google Ads,DE,Android
21211,2024-01-20,Organic,IN,iOS
21212,2024-03-01,Google Ads,UA,Android
21213,2024-06-14,Organic,DE,iOS
21214,2024-04-06,Google Ads,DE,Android
21215,2024-03-02,Facebook Ads,UA,iOS
21216,2024-05-09,Organic,UK,Android
21217,2024-05-04,Influencer,DE,iOS
21218,2024-03-14,Google Ads,DE,iOS
21219,2024-04-01,Organic,US,Android
21220,2024-02-06,Influencer,US,Android
21221,2024-03-17,Organic,IN,Android
21222,2024-01-30,Organic,UA,Android
21223,2024-01-24,Google Ads,UK,Android
21224,2024-05-06,Organic,UA,Android
21225,2024-06-19,Organic,UA,Android
21226,2024-02-20,Organic,IN,Android
21227,2024-02-05,Organic,UA,Android
21228,2024-05-06,Organic,US,iOS
21229,2024-04-01,Organic,UA,iOS
21230,2024-05-01,Facebook Ads,IN,Android
21231,2024-02-28,Facebook Ads,UK,Android
21232,2024-04-26,Facebook Ads,IN,Android
21233,2024-01-08,Organic,IN,Android
21234,2024-02-17,Facebook Ads,IN,Android
21235,2024-02-14,Organic,US,Android
21236,2024-01-04,Influencer,DE,Android
21237,2024-06-08,Facebook Ads,DE,Android
21238,2024-02-06,Facebook Ads,US,Android
21239,2024-06-03,Organic,DE,iOS
21240,2024-04-08,Google Ads,US,iOS
21241,2024-01-21,Facebook Ads,UA,Android
21242,2024-03-10,Organic,DE,iOS
21243,2024-02-07,Google Ads,UK,iOS
21244,2024-04-03,Organic,IN,Android
21245,2024-02-14,Organic,IN,iOS
21246,2024-05-06,Organic,UA,Android
21247,2024-02-19,Organic,IN,Android
21248,2024-04-19,Organic,UK,Android
21249,2024-06-08,Organic,DE,Android
21250,2024-01-29,Organic,IN,iOS
21251,2024-04-01,Facebook Ads,IN,iOS
21252,2024-02-15,Organic,US,Android
21253,2024-02-23,Google Ads,UA,Android
21254,2024-05-09,Organic,UK,iOS
21255,2024-04-17,Organic,DE,iOS
21256,2024-03-15,Organic,UK,iOS
21257,2024-03-28,Organic,UA,Android
21258,2024-01-10,Google Ads,US,Android
21259,2024-02-27,Organic,US,Android
21260,2024-01-18,Organic,UA,Android
21261,2024-01-03,Organic,DE,Android
21262,2024-04-14,Facebook Ads,US,iOS
21263,2024-01-22,Organic,IN,iOS
21264,2024-05-03,Organic,UA,Android
21265,2024-05-30,Influencer,US,iOS
21266,2024-02-16,Google Ads,US,iOS
21267,2024-02-10,Organic,IN,Android
21268,2024-02-10,Organic,US,iOS
21269,2024-04-21,Facebook Ads,UK,iOS
21270,2024-02-20,Organic,UK,iOS
21271,2024-02-17,Facebook Ads,DE,iOS
21272,2024-02-10,Google Ads,DE,Android
21273,2024-02-26,Organic,US,iOS
21274,2024-01-18,Google Ads,IN,Android
21275,2024-05-26,Facebook Ads,UA,Android
21276,2024-05-14,Organic,UA,Android
21277,2024-01-05,Influencer,IN,iOS
21278,2024-01-21,Organic,DE,iOS
21279,2024-01-18,Influencer,DE,iOS
21280,2024-01-24,Organic,IN,iOS
21281,2024-06-03,Organic,DE,iOS
21282,2024-06-13,Organic,UK,iOS
21283,2024-03-30,Organic,DE,Android
21284,2024-02-14,Organic,IN,Android
21285,2024-04-21,Organic,DE,iOS
21286,2024-02-28,Organic,UA,iOS
21287,2024-02-12,Organic,UA,Android
21288,2024-05-05,Google Ads,IN,Android
21289,2024-05-08,Google Ads,UA,Android
21290,2024-05-13,Organic,IN,iOS
21291,2024-04-18,Organic,UK,Android
21292,2024-05-11,Influencer,IN,iOS
21293,2024-04-08,Organic,IN,Android
21294,2024-02-18,Influencer,UA,Android
21295,2024-05-15,Google Ads,DE,Android
21296,2024-04-18,Influencer,DE,Android
21297,2024-02-08,Organic,UK,iOS
21298,2024-01-18,Facebook Ads,US,iOS
21299,2024-04-22,Influencer,DE,Android
21300,2024-03-27,Facebook Ads,US,Android
21301,2024-01-05,Facebook Ads,IN,iOS
21302,2024-03-13,Organic,IN,Android
21303,2024-06-15,Organic,UA,Android
21304,2024-03-31,Organic,DE,Android
21305,2024-05-25,Google Ads,UK,iOS
21306,2024-06-01,Facebook Ads,IN,iOS
21307,2024-06-11,Organic,UK,iOS
21308,2024-02-11,Organic,IN,Android
21309,2024-01-24,Influencer,UA,Android
21310,2024-02-10,Influencer,DE,Android
21311,2024-04-15,Facebook Ads,DE,iOS
21312,2024-01-03,Organic,DE,iOS
21313,2024-04-04,Organic,US,iOS
21314,2024-03-28,Organic,DE,iOS
21315,2024-04-01,Facebook Ads,UK,Android
21316,2024-04-15,Organic,US,Android
21317,2024-06-18,Organic,UA,Android
21318,2024-06-09,Organic,DE,iOS
21319,2024-04-08,Organic,US,Android
21320,2024-06-07,Organic,UK,Android
21321,2024-06-18,Facebook Ads,DE,iOS
21322,2024-06-19,Organic,DE,iOS
21323,2024-01-27,Facebook Ads,UK,iOS
21324,2024-05-24,Google Ads,UA,iOS
21325,2024-06-19,Facebook Ads,UK,Android
21326,2024-05-30,Organic,IN,Android
21327,2024-06-28,Google Ads,DE,iOS
21328,2024-03-08,Google Ads,IN,Android
21329,2024-03-23,Organic,UA,Android
21330,2024-02-13,Organic,DE,iOS
21331,2024-06-08,Organic,UK,Android
21332,2024-06-14,Organic,UK,iOS
21333,2024-02-28,Google Ads,IN,Android
21334,2024-04-03,Organic,US,iOS
21335,2024-06-04,Influencer,DE,Android
21336,2024-01-12,Organic,DE,iOS
21337,2024-02-09,Influencer,DE,iOS
21338,2024-01-10,Facebook Ads,US,Android
21339,2024-05-23,Organic,DE,iOS
21340,2024-05-14,Google Ads,DE,iOS
21341,2024-02-01,Google Ads,DE,iOS
21342,2024-03-12,Organic,IN,iOS
21343,2024-03-27,Google Ads,IN,iOS
21344,2024-05-16,Organic,IN,iOS
21345,2024-01-31,Organic,DE,Android
21346,2024-05-18,Organic,US,Android
21347,2024-05-16,Facebook Ads,UA,Android
21348,2024-06-08,Organic,UK,Android
21349,2024-01-14,Facebook Ads,IN,Android
21350,2024-03-03,Facebook Ads,UA,iOS
21351,2024-05-18,Google Ads,UA,Android
21352,2024-06-27,Facebook Ads,DE,Android
21353,2024-01-14,Organic,UK,iOS
21354,2024-01-19,Organic,DE,iOS
21355,2024-06-02,Google Ads,IN,iOS
21356,2024-05-02,Organic,UA,iOS
21357,2024-01-10,Google Ads,US,Android
21358,2024-01-06,Influencer,UA,iOS
21359,2024-04-28,Influencer,US,iOS
21360,2024-04-02,Organic,UA,iOS
21361,2024-01-20,Organic,UA,Android
21362,2024-03-04,Google Ads,US,Android
21363,2024-06-05,Facebook Ads,IN,Android
21364,2024-06-07,Influencer,DE,Android
21365,2024-03-21,Organic,DE,Android
21366,2024-05-18,Organic,DE,iOS
21367,2024-01-24,Organic,UK,Android
21368,2024-03-28,Google Ads,US,Android
21369,2024-05-28,Organic,IN,iOS
21370,2024-02-01,Influencer,UA,Android
21371,2024-03-30,Facebook Ads,UK,iOS
21372,2024-05-10,Organic,UA,Android
21373,2024-02-01,Organic,UK,Android
21374,2024-06-13,Organic,US,Android
21375,2024-05-28,Facebook Ads,UK,Android
21376,2024-02-04,Organic,UK,Android
21377,2024-03-23,Organic,DE,Android
21378,2024-02-08,Google Ads,IN,iOS
21379,2024-04-22,Organic,IN,Android
21380,2024-04-06,Organic,DE,Android
21381,2024-02-27,Organic,IN,iOS
21382,2024-03-04,Google Ads,IN,iOS
21383,2024-03-11,Google Ads,UK,Android
21384,2024-04-06,Organic,DE,iOS
21385,2024-06-29,Google Ads,DE,Android
21386,2024-03-17,Organic,DE,Android
21387,2024-05-18,Google Ads,UA,Android
21388,2024-05-07,Google Ads,UA,iOS
21389,2024-01-13,Organic,UA,iOS
21390,2024-03-12,Facebook Ads,DE,iOS
21391,2024-04-28,Organic,IN,Android
21392,2024-02-10,Google Ads,DE,iOS
21393,2024-06-02,Organic,US,Android
21394,2024-05-04,Facebook Ads,IN,iOS
21395,2024-01-26,Google Ads,DE,Android
21396,2024-06-21,Google Ads,UA,Android
21397,2024-04-23,Organic,UK,iOS
21398,2024-04-05,Facebook Ads,DE,iOS
21399,2024-04-11,Facebook Ads,UA,Android
21400,2024-03-02,Google Ads,DE,Android
21401,2024-02-11,Facebook Ads,DE,Android
21402,2024-02-15,Organic,UA,Android
21403,2024-06-06,Influencer,UA,Android
21404,2024-06-11,Influencer,UK,iOS
21405,2024-03-15,Organic,UA,Android
21406,2024-03-14,Influencer,IN,iOS
21407,2024-01-03,Organic,IN,iOS
21408,2024-04-21,Google Ads,IN,Android
21409,2024-06-27,Organic,IN,iOS
